Name,SpT,__3.6_,__4.5_,__5.8_,__8.0_,__24_,W1mag,W2mag,W3mag,W4mag,E4.5,E8.0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC
b'2MASS J16035047-1941214',b'M4',,10.289999961853027,,10.260000228881836,9.90999984741211,10.489999771118164,10.3100004196167,10.140000343322754,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',240.96029,-19.68928,240.96029,-19.68928
b'2MASS J16035496-2031383',b'M0',,8.430000305175781,,8.390000343322754,8.15999984741211,8.479999542236328,8.399999618530273,8.260000228881836,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',240.979,-20.52731,240.979,-20.52731
b'2MASS J16035652-2357250',b'M4.5',,,,,,12.5,12.279999732971191,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',240.9855,-23.95694,240.9855,-23.95694
b'2MASS J16035767-2031055',b'K5',,7.429999828338623,,6.949999809265137,3.309999942779541,7.71999979019165,7.400000095367432,5.96999979019165,3.4200000762939453,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',240.99029,-20.51819,240.99029,-20.51819
b'2MASS J16035793-1942108',b'M2',,9.6899995803833,,8.760000228881836,6.130000114440918,10.0,9.5600004196167,7.789999961853027,6.300000190734863,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',240.99137,-19.703,240.99137,-19.703
b'2MASS J16040024-1946029',b'B9V',,7.199999809265137,7.239999771118164,7.260000228881836,6.980000019073486,7.199999809265137,7.199999809265137,7.190000057220459,7.25,b'N',b'N',b'Y',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.001,-19.76747,241.001,-19.76747
b'2MASS J16041346-2810378',b'M1',,,,,,8.539999961853027,8.489999771118164,8.350000381469727,8.069999694824219,b'',b'',b'',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.05608,-28.17717,241.05608,-28.17717
b'2MASS J16041740-1942287',b'M3.5',,,,,,9.989999771118164,9.489999771118164,8.1899995803833,6.25,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.0725,-19.70797,241.0725,-19.70797
b'2MASS J16041792-1941505',b'M5',,,,,,11.880000114440918,11.300000190734863,9.710000038146973,,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',241.07467,-19.69736,241.07467,-19.69736
b'2MASS J16041821-1910557',b'M4',10.4399995803833,10.350000381469727,10.329999923706055,10.3100004196167,10.050000190734863,10.5600004196167,10.369999885559082,10.1899995803833,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.07587,-19.18214,241.07587,-19.18214
b'2MASS J16042097-2130415',b'M3.5',,9.15999984741211,,9.100000381469727,,9.3100004196167,9.170000076293945,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.08737,-21.51153,241.08737,-21.51153
b'2MASS J16042165-2130284',b'K2',,8.640000343322754,,8.470000267028809,4.039999961853027,7.550000190734863,7.079999923706055,6.699999809265137,4.369999885559082,b'N',b'N',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.09021,-21.50789,241.09021,-21.50789
b'2MASS J16042796-1904337',b'M4',,10.579999923706055,,10.5600004196167,10.050000190734863,,,,,b'N',b'N',b'N',b'',b'',b'',b'WISE',b'2M',b'Simbad',241.1165,-19.07603,241.1165,-19.07603
b'2MASS J16042839-1904413',b'M3',,8.960000038146973,,8.920000076293945,8.720000267028809,9.020000457763672,8.869999885559082,8.8100004196167,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.11829,-19.07814,241.11829,-19.07814
b'2MASS J16043565-1948302',b'M5.25',10.8100004196167,10.6899995803833,10.649999618530273,10.649999618530273,10.4399995803833,10.920000076293945,10.680000305175781,10.460000038146973,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.14854,-19.80839,241.14854,-19.80839
b'2MASS J16043916-1942459',b'M3.25',,10.4399995803833,,10.420000076293945,9.529999732971191,10.619999885559082,10.460000038146973,10.350000381469727,,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.16317,-19.71275,241.16317,-19.71275
b'2MASS J16044026-2254323',b'M6',,,,,,12.779999732971191,12.130000114440918,10.800000190734863,,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',241.16775,-22.90897,241.16775,-22.90897
b'2MASS J16044068-1946538',b'M5.5',11.920000076293945,11.609999656677246,11.380000114440918,10.819999694824219,8.029999732971191,12.130000114440918,11.619999885559082,9.979999542236328,8.130000114440918,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.1695,-19.78161,241.1695,-19.78161
b'2MASS J16044075-1936525',b'M6.5',,,,,,12.140000343322754,11.880000114440918,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.16979,-19.61458,241.16979,-19.61458
b'2MASS J16044303-2318258',b'M6.5',12.279999732971191,12.1899995803833,12.149999618530273,12.100000381469727,,12.520000457763672,12.239999771118164,11.300000190734863,,b'N',b'N',b'',b'N',b'Y?',b'',b'WISE',b'2M',b'Simbad',241.17929,-23.30717,241.17929,-23.30717
b'2MASS J16044776-1930230',b'K2.5',7.920000076293945,7.949999809265137,,7.940000057220459,7.829999923706055,7.920000076293945,7.929999828338623,7.869999885559082,7.849999904632568,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.199,-19.50639,241.199,-19.50639
b'2MASS J16044930-2045581',b'M6.5',,,,,,13.65999984741211,13.359999656677246,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.20542,-20.76614,241.20542,-20.76614
b'2MASS J16044997-2038353',b'M5',10.600000381469727,10.520000457763672,10.529999732971191,10.460000038146973,10.25,10.800000190734863,10.510000228881836,10.350000381469727,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.20821,-20.64314,241.20821,-20.64314
b'2MASS J16045155-2104169',b'M4.5',,,,,,10.15999984741211,9.920000076293945,9.6899995803833,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.21479,-21.07136,241.21479,-21.07136
b'2MASS J16045199-2224108',b'M8.5',,,,,,12.65999984741211,12.319999694824219,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.21662,-22.403,241.21662,-22.403
b'2MASS J16045379-2002271',b'M5.5',,,,,,11.319999694824219,10.760000228881836,9.380000114440918,7.599999904632568,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.22412,-20.04086,241.22412,-20.04086
b'2MASS J16045581-2307438',b'M6.5',,,,,,12.539999961853027,12.210000038146973,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.23254,-23.12883,241.23254,-23.12883
b'2MASS J16045644-1940451',b'M4',,10.380000114440918,,10.369999885559082,10.1899995803833,10.569999694824219,10.420000076293945,10.069999694824219,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.23517,-19.67919,241.23517,-19.67919
b'2MASS J16045716-2104160',b'M4.5',,,,,,11.380000114440918,11.149999618530273,11.619999885559082,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.23817,-21.07111,241.23817,-21.07111
b'2MASS J16050179-2411327',b'M4.25',,,,,,9.779999732971191,9.569999694824219,9.489999771118164,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.25746,-24.19242,241.25746,-24.19242
b'2MASS J16050213-2035070',b'M2',,9.119999885559082,9.109999656677246,9.069999694824219,8.890000343322754,9.25,9.09000015258789,9.010000228881836,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.25887,-20.58528,241.25887,-20.58528
b'2MASS J16050231-1941554',b'M4.5',11.149999618530273,11.09000015258789,11.140000343322754,11.079999923706055,9.710000038146973,11.350000381469727,11.130000114440918,10.920000076293945,8.859999656677246,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.25962,-19.69872,241.25962,-19.69872
b'2MASS J16050474-1956274',b'M3',,,,,,10.020000457763672,9.869999885559082,9.850000381469727,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.26975,-19.94094,241.26975,-19.94094
b'2MASS J16050845-2015320',b'M4',,9.3100004196167,,9.279999732971191,9.069999694824219,9.470000267028809,9.319999694824219,9.149999618530273,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.28521,-20.25889,241.28521,-20.25889
b'2MASS J16050978-1942146',b'M1.75',9.960000038146973,,9.920000076293945,,9.479999542236328,10.010000228881836,9.920000076293945,9.760000228881836,,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.29075,-19.70406,241.29075,-19.70406
b'2MASS J16051312-1944495',b'M4',10.630000114440918,,10.510000228881836,,,10.720000267028809,10.529999732971191,10.279999732971191,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.30467,-19.74708,241.30467,-19.74708
b'2MASS J16051403-2406524',b'M6.5',,,,,,11.65999984741211,11.359999656677246,11.3100004196167,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.30846,-24.11456,241.30846,-24.11456
b'2MASS J16051615-1938310',b'M4.5',11.140000343322754,11.039999961853027,11.029999732971191,10.949999809265137,11.050000190734863,11.270000457763672,11.0600004196167,11.220000267028809,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.31729,-19.64194,241.31729,-19.64194
b'2MASS J16051687-1948374',b'K7',,,8.979999542236328,,8.920000076293945,9.130000114440918,9.119999885559082,9.050000190734863,9.029999732971191,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.32029,-19.81039,241.32029,-19.81039
b'2MASS J16051791-2024195',b'M3',,8.850000381469727,,8.8100004196167,8.670000076293945,8.989999771118164,8.880000114440918,8.75,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.32462,-20.40542,241.32462,-20.40542
b'2MASS J16051915-2340088',b'B9V',,7.309999942779541,,7.389999866485596,7.300000190734863,7.289999961853027,7.309999942779541,7.289999961853027,7.400000095367432,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.32979,-23.66911,241.32979,-23.66911
b'2MASS J16052192-1936026',b'M2.5',9.949999809265137,9.899999618530273,9.899999618530273,9.859999656677246,9.539999961853027,9.970000267028809,9.899999618530273,9.760000228881836,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.34133,-19.60072,241.34133,-19.60072
b'2MASS J16052459-1954419',b'M3.5',,,,,9.4399995803833,10.329999923706055,10.1899995803833,10.020000457763672,,b'',b'',b'Y?',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.35246,-19.91164,241.35246,-19.91164
b'2MASS J16052556-2035397',b'M5',,10.449999809265137,,10.050000190734863,7.710000038146973,10.770000457763672,10.4399995803833,9.539999961853027,8.029999732971191,b'N',b'Y',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.3565,-20.59436,241.3565,-20.59436
b'2MASS J16052624-1948185',b'B0.5V',,2.890000104904175,,3.0199999809265137,2.9700000286102295,2.880000114440918,,2.950000047683716,2.859999895095825,b'N',b'N',b'N',b'',b'N',b'N',b'WISE',b'2M',b'Simbad',241.35933,-19.80514,241.35933,-19.80514
b'2MASS J16052655-1948066',b'B2V',,4.980000019073486,4.880000114440918,5.059999942779541,4.900000095367432,,,,,b'N',b'N',b'N',b'',b'',b'',b'WISE',b'2M',b'Simbad',241.36062,-19.80183,241.36062,-19.80183
b'2MASS J16052661-1957050',b'M4.5',,,,,7.230000019073486,10.369999885559082,10.010000228881836,9.170000076293945,7.039999961853027,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.36087,-19.95139,241.36087,-19.95139
b'2MASS J16052726-1938466',b'M1',9.430000305175781,9.34000015258789,9.369999885559082,9.289999961853027,9.220000267028809,9.5,9.4399995803833,9.220000267028809,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.36358,-19.64628,241.36358,-19.64628
b'2MASS J16052787-2115510',b'M4',,,,,,11.829999923706055,11.600000381469727,11.119999885559082,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.36612,-21.26417,241.36612,-21.26417
b'2MASS J16052852-2010376',b'M1',9.90999984741211,9.850000381469727,9.819999694824219,9.8100004196167,9.59000015258789,9.930000305175781,9.829999923706055,9.75,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.36883,-20.17711,241.36883,-20.17711
b'2MASS J16052877-2230135',b'M5',,,,,,10.449999809265137,10.260000228881836,10.100000381469727,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.36987,-22.50375,241.36987,-22.50375
b'2MASS J16053077-2246200',b'M6',12.380000114440918,12.279999732971191,12.229999542236328,12.279999732971191,,12.569999694824219,12.270000457763672,11.34000015258789,,b'N',b'N',b'',b'N',b'Y?',b'',b'WISE',b'2M',b'Simbad',241.37821,-22.77222,241.37821,-22.77222
b'2MASS J16053128-1926240',b'M5',,11.079999923706055,,11.020000457763672,10.720000267028809,11.319999694824219,11.069999694824219,10.710000038146973,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.38033,-19.44,241.38033,-19.44
b'2MASS J16053153-1945435',b'M0',8.729999542236328,,8.65999984741211,,8.460000038146973,8.829999923706055,8.779999732971191,8.65999984741211,8.029999732971191,b'',b'',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.38137,-19.76208,241.38137,-19.76208
b'2MASS J16053215-1933159',b'M4.75',10.699999809265137,10.380000114440918,10.140000343322754,9.65999984741211,8.109999656677246,10.899999618530273,10.470000267028809,8.989999771118164,7.619999885559082,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.38396,-19.55442,241.38396,-19.55442
b'2MASS J16053936-2152338',b'M3.5',,9.350000381469727,,9.289999961853027,8.930000305175781,9.369999885559082,9.289999961853027,9.069999694824219,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.414,-21.87606,241.414,-21.87606
b'2MASS J16054266-2004150',b'M2',,8.90999984741211,8.819999694824219,8.859999656677246,8.6899995803833,9.0,8.880000114440918,8.710000038146973,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.42775,-20.07083,241.42775,-20.07083
b'2MASS J16054338-2150195',b'A0V',,7.110000133514404,,7.150000095367432,7.099999904632568,7.110000133514404,7.099999904632568,7.090000152587891,7.130000114440918,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.43075,-21.83875,241.43075,-21.83875
b'2MASS J16054416-2155054',b'M5.5',,10.489999771118164,,10.399999618530273,10.350000381469727,10.760000228881836,10.510000228881836,10.369999885559082,,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.434,-21.91817,241.434,-21.91817
b'2MASS J16054540-2023088',b'M2',,9.829999923706055,,8.890000343322754,6.099999904632568,10.109999656677246,9.760000228881836,8.0,6.130000114440918,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.43917,-20.38578,241.43917,-20.38578
b'2MASS J16054565-1948353',b'M4.5',,,,,9.619999885559082,11.5600004196167,11.3100004196167,10.949999809265137,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.44021,-19.80981,241.44021,-19.80981
b'2MASS J16054778-1945263',b'M4',,,,,,11.069999694824219,10.859999656677246,10.850000381469727,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.44908,-19.75731,241.44908,-19.75731
b'2MASS J16055065-2533136',b'G9',8.40999984741211,8.420000076293945,8.539999961853027,8.359999656677246,8.130000114440918,8.399999618530273,8.420000076293945,8.350000381469727,8.020000457763672,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.46104,-25.55378,241.46104,-25.55378
b'2MASS J16055407-1818443',b'M7',,,,,,12.119999885559082,11.670000076293945,9.600000381469727,7.590000152587891,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.47529,-18.31231,241.47529,-18.31231
b'2MASS J16055409-1818488',b'M9.5',,,,,,,,,,b'',b'',b'',b'',b'',b'',b'WISE',b'2M',b'Simbad',241.47537,-18.31356,241.47537,-18.31356
b'2MASS J16055863-1949029',b'M4',,,,,6.940000057220459,10.609999656677246,10.3100004196167,8.640000343322754,7.050000190734863,b'',b'',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.49429,-19.81747,241.49429,-19.81747
b'2MASS J16060061-1957114',b'M4',,9.800000190734863,,9.399999618530273,6.820000171661377,10.109999656677246,9.8100004196167,9.039999961853027,7.0,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.50254,-19.95317,241.50254,-19.95317
b'2MASS J16060171-2226534',b'M0.5',,,,,,8.300000190734863,8.210000038146973,8.100000381469727,8.289999961853027,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.50712,-22.44817,241.50712,-22.44817
b'2MASS J16060374-2219298',b'M8.75',13.710000038146973,13.40999984741211,,,,13.970000267028809,13.300000190734863,,,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.51558,-22.32494,241.51558,-22.32494
b'2MASS J16060391-2056443',b'M6.5',,,,,8.180000305175781,12.069999694824219,11.59000015258789,9.869999885559082,8.0600004196167,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.51629,-20.94564,241.51629,-20.94564
b'2MASS J16060629-2335133',b'M8.5',14.319999694824219,13.989999771118164,,,,14.529999732971191,13.989999771118164,,,b'Y',b'',b'',b'Y',b'',b'',b'WISE',b'2M',b'Simbad',241.52621,-23.58703,241.52621,-23.58703
b'2MASS J16060637-2336226',b'B8V',,5.929999828338623,,6.0,5.889999866485596,5.809999942779541,,5.940000057220459,5.670000076293945,b'N',b'N',b'N',b'',b'N',b'N',b'WISE',b'2M',b'Simbad',241.52654,-23.60628,241.52654,-23.60628
b'2MASS J16061144-1935405',b'M5',11.279999732971191,10.819999694824219,10.609999656677246,9.9399995803833,7.619999885559082,11.510000228881836,11.020000457763672,9.289999961853027,7.619999885559082,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.54767,-19.59458,241.54767,-19.59458
b'2MASS J16061199-1935331',b'M5',10.65999984741211,10.5600004196167,10.489999771118164,10.479999542236328,,10.8100004196167,10.550000190734863,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.54996,-19.59253,241.54996,-19.59253
b'2MASS J16061254-2036472',b'K5',,8.670000076293945,,8.600000381469727,8.5600004196167,8.680000305175781,8.65999984741211,8.550000190734863,8.210000038146973,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.55225,-20.61311,241.55225,-20.61311
b'2MASS J16061330-2212537',b'M4',,,,,,9.430000305175781,9.260000228881836,9.119999885559082,8.079999923706055,b'',b'',b'',b'N',b'N',b'Y?',b'WISE',b'2M',b'Simbad',241.55542,-22.21492,241.55542,-22.21492
b'2MASS J16061935-1923326',b'M5',,11.029999732971191,,10.989999771118164,10.760000228881836,11.25,11.020000457763672,11.069999694824219,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.58062,-19.39239,241.58062,-19.39239
b'2MASS J16062196-1928445',b'M0.5',,7.820000171661377,,7.489999771118164,3.309999942779541,8.210000038146973,7.900000095367432,6.579999923706055,3.559999942779541,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.5915,-19.47903,241.5915,-19.47903
b'2MASS J16062277-2011243',b'M5',10.720000267028809,10.579999923706055,10.4399995803833,9.90999984741211,6.429999828338623,10.84000015258789,10.579999923706055,8.989999771118164,6.739999771118164,b'N',b'Y',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.59487,-20.19008,241.59487,-20.19008
b'2MASS J16062389-1941165',b'M5.25',,,,,,10.6899995803833,10.430000305175781,10.09000015258789,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.59954,-19.68792,241.59954,-19.68792
b'2MASS J16062637-2306113',b'M5.5',,,,,,12.119999885559082,11.869999885559082,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.60987,-23.10314,241.60987,-23.10314
b'2MASS J16062860-2043317',b'M5.5',,,,,,10.510000228881836,10.25,10.069999694824219,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.61917,-20.72547,241.61917,-20.72547
b'2MASS J16062872-2003571',b'M5',,10.069999694824219,,10.0600004196167,9.90999984741211,10.279999732971191,10.09000015258789,9.890000343322754,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.61967,-20.06586,241.61967,-20.06586
b'2MASS J16062898-2052167',b'M5.5',,,,,,9.699999809265137,9.350000381469727,8.199999809265137,6.5,b'',b'',b'',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.62075,-20.87131,241.62075,-20.87131
b'2MASS J16063169-2036232',b'K6',,8.510000228881836,,8.470000267028809,8.359999656677246,8.65999984741211,8.609999656677246,8.460000038146973,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.63204,-20.60644,241.63204,-20.60644
b'2MASS J16063210-2020538',b'M5',,,,,,11.800000190734863,11.550000190734863,11.050000190734863,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.63375,-20.34828,241.63375,-20.34828
b'2MASS J16063245-2208245',b'K7',,,,,,8.739999771118164,8.739999771118164,8.640000343322754,8.399999618530273,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.63521,-22.14014,241.63521,-22.14014
b'2MASS J16063461-2255043',b'M5',,,,,,10.789999961853027,10.520000457763672,10.260000228881836,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.64421,-22.91786,241.64421,-22.91786
b'2MASS J16063539-2516510',b'M4.5',,,,,,11.399999618530273,11.010000228881836,9.3100004196167,8.15999984741211,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.64746,-25.28083,241.64746,-25.28083
b'2MASS J16063741-2108404',b'M1',,,,,,8.930000305175781,8.850000381469727,8.699999809265137,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.65587,-21.14456,241.65587,-21.14456
b'2MASS J16063922-2248340',b'M5',,,,,,11.229999542236328,11.010000228881836,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.66342,-22.80944,241.66342,-22.80944
b'2MASS J16063990-2001281',b'M3',,9.800000190734863,,9.789999961853027,9.670000076293945,9.9399995803833,9.8100004196167,9.710000038146973,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.66625,-20.02447,241.66625,-20.02447
b'2MASS J16064102-2455489',b'M4.5',,,,,,11.619999885559082,11.140000343322754,9.75,8.1899995803833,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.67092,-24.93025,241.67092,-24.93025
b'2MASS J16064115-2517044',b'M3.25',,,,,,10.489999771118164,10.109999656677246,8.859999656677246,7.380000114440918,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.67146,-25.28456,241.67146,-25.28456
b'2MASS J16064266-1851140',b'M8',,,,,,12.640000343322754,12.050000190734863,10.520000457763672,,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',241.67775,-18.85389,241.67775,-18.85389
b'2MASS J16064385-1908056',b'K6',,8.850000381469727,,8.520000457763672,6.869999885559082,9.010000228881836,8.869999885559082,8.100000381469727,6.829999923706055,b'N',b'Y',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.68271,-19.13489,241.68271,-19.13489
b'2MASS J16064751-2022322',b'M2',,9.649999618530273,,9.630000114440918,9.229999542236328,9.770000457763672,9.670000076293945,9.619999885559082,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.69796,-20.37561,241.69796,-20.37561
b'2MASS J16064818-2230400',b'M8.5',13.430000305175781,13.289999961853027,,,,13.630000114440918,13.369999885559082,,,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.70075,-22.51111,241.70075,-22.51111
b'2MASS J16064842-2040088',b'B1V',,4.119999885559082,,4.239999771118164,4.25,4.059999942779541,,4.230000019073486,4.309999942779541,b'N',b'N',b'N',b'',b'N',b'N',b'WISE',b'2M',b'Simbad',241.70175,-20.66911,241.70175,-20.66911
b'2MASS J16065018-2309539',b'M5',,,,,,10.729999542236328,10.529999732971191,10.420000076293945,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.70908,-23.16497,241.70908,-23.16497
b'2MASS J16065436-2416107',b'M3',,8.6899995803833,,8.609999656677246,8.489999771118164,8.6899995803833,8.649999618530273,8.539999961853027,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.7265,-24.26964,241.7265,-24.26964
b'2MASS J16065502-2200161',b'M4',,,,,,9.970000267028809,9.829999923706055,9.619999885559082,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.72925,-22.00447,241.72925,-22.00447
b'2MASS J16065937-2033047',b'M2.5',,,,,,9.420000076293945,9.260000228881836,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.74737,-20.55131,241.74737,-20.55131
b'2MASS J16070009-2043102',b'M4.25',,,,,,10.619999885559082,10.449999809265137,10.239999771118164,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.75037,-20.7195,241.75037,-20.7195
b'2MASS J16070014-2033092',b'M2.75',,,,,4.75,9.710000038146973,9.319999694824219,7.380000114440918,4.940000057220459,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.75058,-20.55256,241.75058,-20.55256
b'2MASS J16070051-2206362',b'M3.5',,,,,,10.329999923706055,10.199999809265137,10.029999732971191,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.75212,-22.11006,241.75212,-22.11006
b'2MASS J16070169-2028579',b'M5.25',11.550000190734863,,10.84000015258789,,7.840000152587891,11.739999771118164,11.210000038146973,9.609999656677246,7.610000133514404,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.75704,-20.48275,241.75704,-20.48275
b'2MASS J16070211-2019387',b'M5',,10.4399995803833,,9.829999923706055,7.289999961853027,10.869999885559082,10.399999618530273,9.029999732971191,7.769999980926514,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.75879,-20.32742,241.75879,-20.32742
